book_id,title,subtitle,author,synopsis,domain,themes,average_rating,language,preview_link,thumbnail,search_category,difficulty_level,source
16686,Marvel's Avengers: Hulk (2020) #1,Marvel's Avengers: Hulk (2020),Jim Zub,"HULK STARS IN THE SMASHING PREQUEL TO THE UPCOMING VIDEO GAME, MARVEL’S AVENGERS! The adventure leading to MARVEL’S AVENGERS rages on, with an all-new story leading directly into the events of the highly anticipated video game! As the incredible HULK, the monstrous alter ego of scientist BRUCE BANNER, he’s done good for the world.  But with the virtually uncontrollable, gigantic green rage monster always bubbling under his skin, Banner has teamed up with an inquisitive scientist in an attempt to regulate the beast once and for all.  As their experiments go deeper, a catastrophic event may spell the end for more than just Banner’s curse! Witness crucial incidents and intrigue in the saga tied to the earthshaking events in the MARVEL’S AVENGERS game next year!",Comics,Marvel's Avengers: Hulk (2020)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
27240,The Stand: Soul Survivors (2009) #3,The Stand: Soul Survivors (2009 - 2010),Roberto Aguirre-Sacasa,"The most shocking chapter of Stephen King's horror masterpiece yet! Stu, Fran, and Harold's journey across the country takes a turn for the unspeakable when they cross paths with a quartet of vigilantes and their ""harem"" of imprisoned women. Making matters worse (if such a thing were possible), Harold's deepest fears that Fran and Stu have feelings for each other are starting to come true... Told from Fran's POV, this issue marks the Point of No Return, True Believers! Cardstock Cover/Parental Advisory...$3.99 ©2009 Stephen King. All rights reserved. Published by arrangement with The Doubleday Broadway Publishing Group, a division of Random House, Inc.This graphic novel is produced under license from The Doubleday Broadway Publishing Group and Stephen King.",Comics,The Stand: Soul Survivors (2009 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
4590,Captain America Theater of War: Operation Zero-Point (2008) #1,Captain America Theater of War: Operation Zero-Point (2008),Daniel Knauf,"The first in a series of specials covering the length and breadth of the larger-than-life legend of Captain America, as told by the industry's leading experts in the field! First up, it's 1944, and wouldn't you know it? Them sneaky Nazis have managed to crack the secrets of electro-magnetic physics...yeah, that's right: apples may fall down in the free world, but schnitzels are falling up in the skies over a mysterious lab in a Polish forest, thanks to a little help from a nearby forced-labor camp. Sure, we could send in the Marines, but why bother when we've got Captain America?! But even Cap may be meeting his match against the lab's sadistic cybernetic commandant. Because everyone knows, the only thing worse than a Nazi is a Robot Nazi!
Rated T+ ...$3.99",Comics,Captain America Theater of War: Operation Zero-Point (2008)  Comic  MARVEL UNIVERSE, RATED T+,en,,,comics,medium,Marvel/DC Comics Dataset
16661,Marvel Zombies/Army of Darkness (Hardcover),Marvel Zombies/Army of Darkness (2007),,"This is it true believers, the cross-over of the century begins here! The Marvel Zombies come face-to-face with Dynamite Entertainment's Ash from the Army of Darkness! Ash has faced legions of the undead before, but never like this'as he lands in the heart of New York just as the Zombie outbreak begins! See how his actions help turn more heroes and villains into Zombies! Under the watchful eye of Marvel Zombie guru Robert Kirkman, this might just be the comic event of 2007! Plus: Classic 'homage' covers from painter Arthur Suydam! Collecting MARVEL ZOMBIES/ARMY OF DARKNESS #1-5. 120 PGS./Parental Advisory '$19.99 ISBN: 978-0-7851-2743-7 Trim size: oversized ARMY OF DARKNESS TM & ' 1993-2006 Orion Pictures Corporation. DYNAMITE ENTERTAINMENT TM & ' 2006 DFI.",Comics,Marvel Zombies/Army of Darkness (2007)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
16689,Marvel's Avengers: Iron Man (2019) #1,Marvel's Avengers: Iron Man (2019),Jim Zub,"THE FIRST PREQUEL TO THE UPCOMING VIDEO GAME, MARVEL’S AVENGERS! Avengers Assemble! The road to Marvel’s Avengers begins here, with an all-new story leading directly into the events of the highly anticipated video game! IRON MAN, CAPTAIN AMERICA, BLACK WIDOW, THOR, and HULK are the mighty Avengers, but as the LETHAL LEGION strikes, it’s going to take more than their usual teamwork to save the day! When TONY STARK discovers his enemies have co-opted Stark technology for nefarious purposes, it’s up to him to stop the leak. But can his teammates be trusted, or is something more sinister at play? Featuring the debut of the game’s AVENGERS, as well as never before seen takes on some classic villains, you won’t want to miss this landmark moment in comics history!",Comics,Marvel's Avengers: Iron Man (2019)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
24846,Star Wars: Tag & Bink Were Here (2018),Star Wars: Tag & Bink Were Here (2018),Kevin Rubio,"Collects Star Wars: Tag & Bink Are Dead #1-2, Star Wars: Tag & Bink Ii #1-2 And Material From Star Wars Tales #12. They’re the most important Star Wars characters you never knew existed — until now! Tag Greenley and Bink Otauna were on Leia’s ship carrying the Death Star plans — when Darth Vader changed their lives forever! But as their true roles in this epic saga are revealed, whose side are Tag and Bink on, anyway? The hapless duo’s fateful adventures will take them all the way from Tatooine to Cloud City to Endor — and bring them face-to-face with Lando Calrissian, Boba Fett and more! But every great tale has a prequel — so what were Tag and Bink up to when the Clone Wars began? Prepare to discover their uncanny origin! We have a bad feeling about this!",Comics,Star Wars: Tag & Bink Were Here (2018)  Comic  Marvel Universe, Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
8178,Dominic Fortune (2009) #2,Dominic Fortune (2009),Howard Chaykin,"""THE 'IT CAN HAPPEN HERE, AND NOW' RESOLUTION!"" PART 2 New York City isn't ready for Jock Madison, Vaughn Robillard and P.T. Oakley, three hard drinking Hollywood hotshots looking for trouble in the Big Apple-and Dominic Fortune has his hands so full babysitting these three disorderly drunks as they carouse at the track, the fights and every nightclub in town, he can't pour them on a Berlin bound zeppelin fast enough. Once they're airborne, Fortune has an intimate reunion with the sensually wickedly Delatriz Betancourt, while her partner in crime Malcolm Upshaw puts a price on our hero's head on the sinister streets of Berlin...and all the while, the clock keeps ticking on their conspiracy to bring the U.S. government to its knees. Explicit Content ...$3.99",Comics,Dominic Fortune (2009)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
20323,Powers (2009) #1,Powers (2009 - 2012),Brian Michael Bendis,"Because you asked for it, you got it... POWERS IS BACK!! MONTHLY!! From the writer of your favorite blockbuster Marvel comics (DARK AVENGERS, NEW AVENGERS, SECRET INVASION, ULTIMATE SPIDER-MAN) Brian Michael Bendis and award-winning artist Michael Oeming (Mice Templar) comes a brand new chapter in one of the most successful creator-owned comics of the decade! Homicide Detectives Christian Walker and Enki Sunrise investigate murders specific to super hero cases... powers. Where super hero and crime comics explode into each other! This new number one is the PERFECT jumping on point for new readers and a glorious return to form for long time fans. And yes, this book will be shipping monthly. And yes, our horrible letter column is back!! Mature Content...$3.95",Comics,Powers (2009 - 2012)  Comic  ICON, Explicit Content,en,,,comics,medium,Marvel/DC Comics Dataset
27217,The Stand: American Nightmares (2009) #4,The Stand: American Nightmares (2009),Roberto Aguirre-Sacasa,"The penultimate chapter of the second volume based on Stephen King's horror epic! The survivors of the Captain Trips plague have started to team-up. Stu Redman and Glen Bateman trade origin stories--and horror stories about their mutual nightmares--while Randall Flagg sets out to recruit his first soldier in the ultimate battle between Good and Evil: Lloyd Henreid. But will the starving madman accept the dark man's offer? And either way, will he or his soul survive? Cardstock Cover/Parental Advisory ...$3.99 ©2009 Stephen King. All rights reserved. Published by arrangement with The Doubleday Broadway Publishing Group, a division of Random House, Inc.This graphic novel is produced under license from The Doubleday Broadway Publishing Group and Stephen King.",Comics,The Stand: American Nightmares (2009)  Comic  LICENSED PUBLISHING, PARENTAL ADVISORYSLC,en,,,comics,medium,Marvel/DC Comics Dataset
5705,Criminal: The Sinners (2009) #1,Criminal: The Sinners (2009 - 2010),Ed Brubaker,"FROM THE CREATORS OF INCOGNITO -- THE AWARD-WINNING SERIES RETURNS! ""THE BEST CRIME COMIC EVER PUBLISHED..."" - Comic Book Resources One of the most award-winning and acclaimed comics series of the last several years returns to the shelves this September with a perfect new jumping-on point for new readers -- or those who've gotten hooked on Brubaker and Phillips hit series INCOGNITO and are craving more! CRIMINAL's most popular character, TRACY LAWLESS returns in THE SINNERS. It's been a year since Tracy was forced into working for the bad guys, and now made men are turning up dead all over the city, in what appears to be mob-style hits. But since criminals don't go to the cops for justice... only Tracy can solve this crime. Mature Content/No ads.... $3.50",Comics,Criminal: The Sinners (2009 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
32827,Wolverine/Punisher: Revelation (1999) #1,Wolverine/Punisher: Revelation (1999),"Christopher Golden, Tom Sniegoski","It's bullet-flyin', bone-clawin' action as comics' deadliest duo unites, courtesy of Pat and Alvin Lee, the creative force behind the white-hot Darkminds! The Morlocks spoke the name Soteira in frightened whispers. She has been dead for ten years, yet her legend and legacy live on. Now, someone -- or something -- stirs beneath the concrete canyons of Manhattan, setting in motion a chain of events that draws together the feral X-Man known as Wolverine and the urban avenger called the Punisher! Logan and Frank Castle have had memorable adventures in the past -- now the stone-cold killers meet again, for the first time since the Punisher's shocking revamp! Plus: who is Revelation, and how will he or she give the world a new and deadly reason to fear mutants?",Comics,Wolverine/Punisher: Revelation (1999)  Comic  Marvel Universe,,en,,,comics,medium,Marvel/DC Comics Dataset
27377,The Unbeatable Squirrel Girl (2015) #25,The Unbeatable Squirrel Girl (2015 - 2019),Ryan North,"This is it! The climactic showdown between SQUIRREL GIRL, a woman who can talk to squirrels, and ULTRON HIMSELF, a killer robot who has ruthlessly defeated the Avengers on multiple occasions! And you may be thinking, """"Holy crap I'M SOLD,"""" but let me tell you more: This entire battle takes place in the Savage Land, an area FILLED with dinosaurs! And NOW you may be thinking, """"I'm so sold, good grief, just let me read this comic already,"""" but hold on some more, because there's one more thing we need to tell you: ULTRON IS A TYRANNOSAURUS REX NOW. It's Doreen Green versus DINOSAUR ROBOT ULTRON, and Kraven the Hunter is there, too! Kraven is not a dinosaur, though. Man, we really should've made Kraven a dinosaur, too! Lesson learned for next time, I guess!",Comics,The Unbeatable Squirrel Girl (2015 - 2019)  Comic , Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
15852,Marvel Spotlight (2005) #26,Marvel Spotlight (2005 - 2011),John Rhett Thomas,"Marvel Best-Selling Authors Laurell K. Hamilton and George R. R. Martin - two titans of modern fiction - get their turn in this month's SPOTLIGHT! Hamilton's ANITA BLAKE: VAMPIRE HUNTER series of novels has been going strong since the early nineties, creating legions of fans with a passion for her unique brand of Midwestern vampire mythology. Martin's medieval fantasy THE HEDGE KNIGHT charmed fans of his massively popular epic A SONG OF ICE AND FIRE with the tales of young Dunk and his journey to knighthood. Both New York Times best-selling writers bring the depth and variety of their exciting literature properties to Marvel. Together, they've already achieved great things - but with what's coming in 2008, you haven't seen anything yet!
Rated T+ ...$2.99",Comics,Marvel Spotlight (2005 - 2011)  Comic  Marvel Universe, Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
14444,Magneto: Dark Seduction (2000) #1,Magneto: Dark Seduction (2000),Fabian Nicieza,"Six months have passed since Magneto fought side-by-side with Professor X and his Children of the Atom to rid the world of Apocalypse. In that time much has changed in the nation of Genosha, the island given to the rule of the Master of Magnetism. The fight against Apocalypse cost the world a huge price, one that has shaken not only the X-Men but their deadliest enemy as well. And now, those who once worshipped Magnus have betrayed everything that he's fought for. A splinter group known as the Heretics appear to be powered by someone lurking in the shadows of the wartorn country, but who? Magneto's salvation may lay with Polaris, but will it cost Lorna Dane her soul? And what happens when one of Magneto's super-powered extended family joins the struggle?",Comics,Magneto: Dark Seduction (2000)  Digital Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
24155,Star Wars Infinities: The Empire Strikes Back (2002) #3,Star Wars Infinities: The Empire Strikes Back (2002),Dave Land,"Han Solo'is as skilled, clever, and resourceful as they come, but this time even he may have bitten off more than he can chew. With'Jabba the Hutt'sbounty'on his head, there doesn't seem to be a place in the known galaxies where he can hide for long. But, Han Solo is smart. That's why he comes clean and plans to pay Jabba back what's owed from a botched smuggler's run. Enter a shrewd'Devaronian'with a taste for money that decides Solo's a prize that's too good to pass up. And since this mercenary is working for Jabba directly, it doesn't bode well for Solo and'Chewie. What fate will await them in the dark, odorous prison-depths of Jabba's palace? And what infamous, uninvited guest will drop by and completely alter the chase for the last living'Skywalker?",Comics,Star Wars Infinities: The Empire Strikes Back (2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
11127,Halo: Uprising (2007) #2,Halo: Uprising (2007 - 2009),,"The Eisner Award-winning team of Brian Michael Bendis and Alex Maleev unveil a new chapter in the Halo mythos. Master Chief is captured and interrogated by Covenant forces. While back on Earth, a star-crossed human couple tries to stay alive as every single thing they hold dear is taken from them. Earth is falling to alien invaders, and no one knows what or where the mysterious artifact known as ""the Key"" is. The human race is at the brink of destruction---can the bravery of a few turn the tide? 40 PGS./17 and Up/$3.99 © 2007 Microsoft Corporation. All Rights Reserved. Microsoft, Bungie, the Bungie logo, Halo, the Halo logo, the Microsoft Game Studios logo, Xbox, Xbox 360, Xbox LIVE, and the Xbox logos are trademarks of the Microsoft group of companies.",Comics,Halo: Uprising (2007 - 2009)  Comic  LICENSED PUBLISHING, T,en,,,comics,medium,Marvel/DC Comics Dataset
32907,Wolverine: The Anniversary (2009) #1,Wolverine: The Anniversary (2009),"William Harms, Jonathan Maberry","Double-sized one-shot with two all-new stories!
In ""The Anniversary,"" it's terror at thirty-thousand feet! It's a few days before the anniversary of Mariko's death, and Logan is making the long pilgrimage to Japan to pay his respects when his 747 is suddenly seized by a group of terrorists who plan on blowing up the craft over downtown Honolulu! If Logan is to save the plane and its passengers, he'll have to rely on all of his guile, instincts and predatory skills... because all it takes is one bullet to destabilize the plane's pressure, or a split-second's warning for the terrorist leader to detonate the bomb strapped to his chest...And in ""Ghosts,"" a squad of ninja assassins is the least of Logan's problems.
One-Shot/All-New/Parental Advisory ...$3.99",Comics,Wolverine: The Anniversary (2009)  Comic  MARVEL UNIVERSE, PARENTAL ADVISORY,en,,,comics,medium,Marvel/DC Comics Dataset
9754,Fantastic Four: Season One (2012) #1,Fantastic Four: Season One (2012),Roberto Aguirre-Sacasa,"In Manhattan's most famous skyscraper, the Baxter Building, scientific genius Reed Richards hatches a plan that will change the lives of those he loves most - and the very course of human history - in a way no one could have ever imagined. Revisit the story that irrevocably altered comics and pop culture in this all-new graphic novel, modernizing the journey of Reed Richards, Susan Storm, Johnny Storm and Ben Grimm as they travel to the stars - and return with fantastic, devastating results! Plus: Witness the FF's cataclysmic first battles with the Mole Man, Dr. Doom and Prince Namor, the mysterious Sub-Mariner, in a way you've never seen before. You only think you know the story! Also features FANTASTIC FOUR #570 by Jonathan Hickman and Dale Eaglesham.",Comics,Fantastic Four: Season One (2012)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
25074,"Stephen King's ""N."" (2010) #3","Stephen King's ""N."" (2010)",Marc Guggenheim,"STEPHEN KING PRESENTS A TERRIFYING TALE OF MAGIC AND MADNESS! Can you catch a mental illness the same way you can catch a cold? Until he met patient ""N."", Doctor John Bonsaint would have said that such an idea was ridiculous. But following the suicide of his patient, Bonsaint is finding the curious case of ""N."" is plaguing him night and day. He begins exhibiting the same symptoms as ""N.""-insomnia, obsessive compulsive tendencies-and finds the questions of ""N.""s all-consuming condition. But how far down the rabbit hole will he follow his patient...and what monsters lie at the bottom? [Brought to life by MARC GUGGENHEIM (AMAZING SPIDER-MAN) and ALEX MALEEV (SPIDER-WOMAN). Cardstock Cover/Parental Advisory ...$3.99 © 2010 Stephen King. All rights reserved.",Comics,"Stephen King's ""N."" (2010)  Comic ",,en,,,comics,medium,Marvel/DC Comics Dataset
15466,Marvel Legacy: The 1970s (2006) #1,Marvel Legacy: The 1970s (2006),"Sean Mcquaid, Chris Biggs, Eric J. Moreels, Mark OEnglish","From the Venerable Vaults of Marveldom, it's the Mighty Marvel Handbook -- 1970s style! Just what is the 1970s Handbook, you ask? Imagine a Handbook written at 11:59 PM Dec. 31, 1979. The profiles within cover everything published by the hallowed House of Ideas up until that point. So if it's from a comic that has a December 1979 cover date or earlier, you'll find it in this magnificent mag! Featuring the Avengers, Captain Marvel, the Defenders, the Fantastic Four, Power Man, the Punisher and the X-Men as they were in the 1970s, as well as'70s-era characters such as Black Brother, the Deadly Dozen, the Faceless One, Golem, Hellcow, Lady Liberators, Manphibian, Ms. Marvel, Mr. Zodiac, Sons of the Tiger, They Who Wield Power, Xorr the God-Jewel and more!",Comics,Marvel Legacy: The 1970s (2006)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
34840,X-Treme X-Men (2001) #14,X-Treme X-Men (2001 - 2004),Chris Claremont,"A new Venom for a new era! Flash Thompson is Spider-Man’s biggest fan. That hero worship inspired him to enlist in the Army, where he became a decorated veteran and war hero. And though he lost his legs, Flash never lost his dignity — or his desire to serve. Now, the government has offered him a chance to be a hero once again — to don the alien symbiote that grants its wearer powers similar to those of Spider-Man, but also puts them at risk of permanently bonding with the parasitic creature. Flash Thompson is Venom, the government’s most lethal special operative — sent into the hottest of hot zones against the worst enemies of the state. He’s fought tough foes before, but the toughest opponent he faces may just be himself. Collecting VENOM (2011) #1-5.",Comics,X-Treme X-Men (2001 - 2004)  Comic  Marvel Universe, Marvel Psr,en,,,comics,medium,Marvel/DC Comics Dataset
11365,Heroes Reborn: Ashema (2000) #1,Heroes Reborn: Ashema (2000),Chris Claremont,"She gave up godhood, having grown too close to humanity during her dealings with the mortal heroes who had been trapped in the imaginary universe. And as a result, that universe was left in her care. Ashema became its pillar, supporting the world through the power of her belief in its reality. But now something has gone wrong. Some malevolent force reaches out, determined to take her charge for its own, twisting and corrupting the very fabric of the land she seeks to protect. And she finds herself vulnerable. Hunted. Human. She needs a knight to do battle in her stead, one that can stand against the great powers of the Universe and emerge triumphant. There is such a man... but Ashema will find that the cure may prove far more deadly than the disease...",Comics,Heroes Reborn: Ashema (2000)  Comic  Marvel Universe,,en,,,comics,medium,Marvel/DC Comics Dataset
27242,The Stand: Soul Survivors (2009) #1,The Stand: Soul Survivors (2009 - 2010),Roberto Aguirre-Sacasa,"M-O-O-N spells the start of the third volume of Marvel's critically acclaimed adaptation of Stephen King's horror epic. Nick Andros has hit the road and teamed up with the child-like Tom Cullen. After the horrors of Captain Trips, a bike trip through Oklahoma and Nebraska sounds like fun, right? Except it's tornado season, True Believers, and not everyone Nick and Tom meet is on the side of the angels. Hell hath no fury like Julie Lawry, another survivor of the plague... 32 PGS./Parental Advisory ...$3.99 ©2009 Stephen King. All rights reserved. Published by arrangement with The Doubleday Broadway Publishing Group, a division of Random House, Inc.This graphic novel is produced under license from The Doubleday Broadway Publishing Group and Stephen King.",Comics,The Stand: Soul Survivors (2009 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
13972,Kick-Ass 3 (2013) #1,Kick-Ass 3 (2013 - 2014),Mark Millar,"Kick-Ass and Hit-Girl's blockbuster return for the LAST EVER story arc of Mark Millar and John Romita Jr's mega-selling series. Hit-Girl's in jail, leaving Kick-Ass to lead the superhero team of Justice Forever. Their first mission: Bust Hit-Girl out of the clink. But superheroes have now been outlawed, leaving Kick-Ass to dodge both cops AND criminals. For the first time since donning the costume, Kick-Ass is beginning to have his doubts. Is he now in too deep to get out? The phenomenal follow-up to the Kick-Ass 2 movie coming this June. Issue #1 features six different covers by the industry's biggest artists, all available for order. Each cover will feature a different character, and when all six covers are linked, a special message will be revealed.",Comics,Kick-Ass 3 (2013 - 2014)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
9673,Fantastic Four Annual (1963) #14,Fantastic Four Annual (1963 - 1994),"George Perez, Marv Wolfman","The story starts with a bang as the Fantastic Four chase down the Sandman to stop a bank robbery! Afterwards, Reed, Sue, Ben, and Johnny return to the Baxter Building and agree to take a vacation to Colorado with Agatha Harkness. A vacation to the Rocky Mountains sounds great, but perhaps somewhere besides New Salem! Unbeknownst to the fabulous foursome, the Salem Seven are lying in wait to ambush them! And then steal the FF's powers to bring Nicholas Scratch back to Earth's realm! Back in New York City, the cataclysmic confrontation takes place: Agatha Harkness and young Franklin vs. Nicholas Scratch and the Salem Seven! Cameo appearances by Captain America, Captain Marvel, Falcon, Iron Man, Ms. Marvel, Nighthawk, Vision, Wonder Man, and Peter Parker.",Comics,Fantastic Four Annual (1963 - 1994)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
27455,The United States of Captain America (2021) #1,The United States of Captain America (2021),"Christopher Cantwell, Josh Trujillo","The shield has been stolen! No one understands the value of the shield like those who’ve wielded it, so Steve Rogers and Sam Wilson set out on a road trip across America to chase down the thief. But instead, they find the Captains, everyday people from all walks of life who’ve taken up the mantle of Captain America to defend their communities. And for some reason, the shield thief wants them all dead. Can Sam and Steve get to them first? Christopher Cantwell and Dale Eaglesham lead a can’t-miss miniseries to celebrate Captain America’s 80th Anniversary, joined by a rotating series of creative teams to tell the stories of each new Captain—starting with Aaron Fischer, the Captain America of the railways, brought to life by Josh Trujillo and Jan Bazaldua!",Comics,The United States of Captain America (2021)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
27385,The Unbeatable Squirrel Girl (2015) #17,The Unbeatable Squirrel Girl (2015 - 2019),Ryan North,"It's a normal quiet day at Empire State University, filled with lots of lectures and higher education, and OH BOY I can already hear y'all buckling up for a jam-packed thrill-ride of students learning quietly!! Well, BAD NEWS on that front, friends: Once all that quiet learning is out of the way, there's gonna be a FISTFIGHT! Plus, besides the cool fistfight, Doreen ALSO gets a new FLYING SQUIRREL suit, making her easily 2150% more unbeatable! With a new more powerful Squirrel Girl and a rad new suit, I'm certain crime is over forever. There's definitely not a new super villain in town conspiring to mold Squirrel Girl into the perfect minion...OR IS THERE? Who can say? Heck, I guess the only way to know for sure is to buy the comic and find out, right?",Comics,The Unbeatable Squirrel Girl (2015 - 2019)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
21744,Secret War (2004) #1,Secret War (2004 - 2005),Brian Michael Bendis,"The most popular and acclaimed writer in comics reveals the darkest chapter in MARVEL UNIVERSE history in this quarterly limited series MEGA-EVENT!
When Nick Fury finds a disturbing connection between many of Marvel's deadliest villains, he puts together a ragtag team of the MU's most misunderstood heroes for a secret mission to do what the U.S. government could never allow, eventually leading to a super-powered blowout between a 'Who's Who' of NYC heroes and mutants!
Featuring the American debut of the stunning, fully painted work of Italian artist Gabrielle Dell'otto. 48 pages (with ads) include special material detailing the events leading up to the war, who the major players are and what is the SECRET in this SECRET WAR?
48 PGS./MARVEL PSR...$3.99",Comics,Secret War (2004 - 2005)  Comic  Marvel Universe, Marvel Psr,en,,,comics,medium,Marvel/DC Comics Dataset
33146,X-Campus (2010) #3,X-Campus (2010),Francesco Artibani,"It's an all-new, all-different version of the X-Men as told by some of Europe's greatest comics storytellers! In this vivid re-imagining of the X-Men mythos, everything is not as it seems and teenaged versions of Cyclops, Beast, Wolverine, Iceman, Storm and Rogue face a threat worse even than super villains or race-destroying viruses... HIGH SCHOOL! When another new mutant is discovered, Xavier and Magnus race to find him, but this steel-skinned brute isn't choosing sides and he isn't going down without a fight! Meanwhile, Xavier's students try to unlock the mysteries of the Worthington Foundation as one student's surprising power reveals itself and Kurt Wagner and Hank McCoy try to answer the question, who is Professor Bolivar Trask? Rated T ...$4.99",Comics,X-Campus (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
20541,Punisher Max (2004) #64,Punisher Max (2004 - 2008),Gregg Hurwitz,"""GIRLS IN WHITE DRESSES, PART 4: SATAN DUST""
The first of three story arcs written by three of the hottest writers in crime fiction starts here! Best-selling crime novelist Gregg Hurwitz (The Kill Clause, The Crime Writer) and Laurence Campbell (PUNISHER ANNUAL: THE HUNTED) bring you a tale of death, depravity and revenge south of the border.
A little girl dead. By his hand. A line the Punisher swore he'd never cross. Frank Castle has never had less to lose...or more pain to dole out. Cutting a bloody swathe through the dusty Mexican desert town of Tierra Rota, Frank works his way up the food chain of a criminal empire, unaware of what waits for him at the top. An old acquaintance with a familiar -- and unforgettable -- face.
Explicit Content ...$2.99",Comics,Punisher Max (2004 - 2008)  Comic  Max, Parental Advisory/Explicit Content,en,,,comics,medium,Marvel/DC Comics Dataset
29618,Ultimate Spider-Man Vol. 12: Superstars (Trade Paperback),Ultimate Spider-Man (2000 - 2009),,"A bizarre occurrence brings Spider-Man and Wolverine together for the weirdest team-up in super-hero history! As the two struggle to get to the bottom of this mystery, their lives literally unravel. Why are both heroes too concerned with their own lives to work together? Strap yourself in, True Believer, it's all part of the ride you get when you buy a ticket for THE TEAM-UP FOR PEOPLE WHO HATE TEAM-UPS! Plus: Johnny Storm realizes that despite his new flame powers and fame on the horizon, he still doesn't have a high-school diploma. And where does the young New Yorker enroll? Why, none other than a certain Queens high school that also counts one Peter Parker - Spider-Man - as a student. Collects ULTIMATE SPIDER-MAN #66-71.
144 PGS./All Ages ...$12.99",Comics,Ultimate Spider-Man (2000 - 2009)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
850,Amazing Fantasy (2004) #14,Amazing Fantasy (2004 - 2006),"Jay Faerber, Karl Kesel","Introducing a new kind of hero named Vegas and a corner of the Marvel Universe you've never seen before!

Welcome to the new borderland where bad guys don't always wear colorful costumes, but that doesn't make them any less deadly or dangerous. It's a lesson Vegas learns the hard way when a super-powered gang, the Renegades, kills his sister. Now he's out to even the score.

Trouble is, Vegas doesn't have any powers himself...or does he? Doesn't matter. As far as Vegas is concerned, life's a gamble and he always plays to win. Part 2 (of 2).

PLUS: The return of Marvel's most unique cosmic character -- Captain Universe -- in a two-part 8-page bonus story kicking off next month's Captain Universe Event!!!

32 PGS. /T+ SUGGESTED FOR TEENS AND UP ...$2.99",Comics,Amazing Fantasy (2004 - 2006)  Comic  MARVEL UNIVERSE, MARVEL PSR,en,,,comics,medium,Marvel/DC Comics Dataset
2763,"Avengers, Thor & Captain America: Official Index to the Marvel Universe (2010) #2","Avengers, Thor & Captain America: Official Index to the Marvel Universe (2010 - 2011)",,"The chronicle of the Marvel Universe returns as the All-New Official Index to the Marvel Universe delves into the history of three more of Marvel's most enduring titles! Return with us to the Silver and Golden Ages as we launch our coverage of the Avengers (from AVENGERS #63), Thor (from JOURNEY INTO MYSTERY #121), and Captain America (from both CAPTAIN AMERICA #156 and 1941's CAPTAIN AMERICA COMICS #6). Watch the Marvel universe's history unfold month by month as each issue provides synopses for dozens of individual comics, including back-up strips, introducing the characters, teams, places and equipment that appeared within, providing vital information about first appearances, where they last showed up and where they appeared next! Rated A ...$3.99",Comics,"Avengers, Thor & Captain America: Official Index to the Marvel Universe (2010 - 2011)  Comic ",,en,,,comics,medium,Marvel/DC Comics Dataset
1372,Angel: Revelations (2008) #1,Angel: Revelations (2008),Roberto Aguirre-Sacasa,"""The Annunciation""
Warren Worthington III has it made. A senior at St. Joseph's Prep, he's smart, tall, handsome, and rich; a star both on the field and in the classroom. All the girls want to date him, all the guys want to be him. There's just one problem...Warren's changing. Something's happening to his body-humps have started to grow under his shoulder blades, and they're getting bigger and more painful every day. See the never-before-told origin of one of the X-Men's five founding members, and his first encounter with an unsolvable, unrelenting evil...the Hunter. Written by Roberto Aguirre-Sacasa (SENSATIONAL SPIDER-MAN), with groundbreaking art by Adam Pollina (X-FORCE), who returns with a vengeance to the X-Men!
Cardstock Cover/Rated A ...$3.99",Comics,Angel: Revelations (2008)  Comic  Marvel Knights, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
